ref_area.label,,,,time,obs_value
Denmark,,,,1984,48.45
Denmark,,,,1984,36.63
Denmark,,,,1984,62.83
Denmark,,,,1983,28.54
Denmark,,,,1983,12.74
Denmark,,,,1983,47.72
Dominican Republic,,,,2023,29.58
Dominican Republic,,,,2023,24.67
Dominican Republic,,,,2023,36.45
Dominican Republic,,,,2022,28.28
Dominican Republic,,,,2022,23.75
Dominican Republic,,,,2022,34.81
Dominican Republic,,,,2021,31.35
Dominican Republic,,,,2021,26.11
Dominican Republic,,,,2021,39.13
Dominican Republic,,,,2020,40
Dominican Republic,,,,2020,33.99
Dominican Republic,,,,2020,49.03
Dominican Republic,,,,2019,30.05
Dominican Republic,,,,2019,24.77
Dominican Republic,,,,2019,37.77
Dominican Republic,,,,2018,28.73
Dominican Republic,,,,2018,23.42
Dominican Republic,,,,2018,36.88
Dominican Republic,,,,2017,28.82
Dominican Republic,,,,2017,23.96
Dominican Republic,,,,2017,36.19
Dominican Republic,,,,2016,28.68
Dominican Republic,,,,2016,24.49
Dominican Republic,,,,2016,35.23
Dominican Republic,,,,2015,30.94
Dominican Republic,,,,2015,26.92
Dominican Republic,,,,2015,37.32
Dominican Republic,,,,2014,20.81
Dominican Republic,,,,2014,17.52
Dominican Republic,,,,2014,26.27
Dominican Republic,,,,2013,22.69
Dominican Republic,,,,2013,18.83
Dominican Republic,,,,2013,29.14
Dominican Republic,,,,2012,22.77
Dominican Republic,,,,2012,18.81
Dominican Republic,,,,2012,29.31
Dominican Republic,,,,2011,22.7
Dominican Republic,,,,2011,18.39
Dominican Republic,,,,2011,29.96
Dominican Republic,,,,2010,23.26
Dominican Republic,,,,2010,19.31
Dominican Republic,,,,2010,30.11
Dominican Republic,,,,2009,22.38
Dominican Republic,,,,2009,18.41
Dominican Republic,,,,2009,29.8
Dominican Republic,,,,2008,21.98
Dominican Republic,,,,2008,17.03
Dominican Republic,,,,2008,30.73
Dominican Republic,,,,2007,21.6
Dominican Republic,,,,2007,17.96
Dominican Republic,,,,2007,28.37
Algeria,,,,2017,19.39
Algeria,,,,2017,15.67
Algeria,,,,2017,36.23
Algeria,,,,2014,19.77
Algeria,,,,2014,16.32
Algeria,,,,2014,36.82
Ecuador,,,,2014,33.72
Ecuador,,,,2014,24.34
Ecuador,,,,2014,46.16
Egypt,,,,2023,13.54
Egypt,,,,2023,12.54
Egypt,,,,2023,18.08
Egypt,,,,2022,12.27
Egypt,,,,2022,11.02
Egypt,,,,2022,19.41
Egypt,,,,2021,18.64
Egypt,,,,2021,16.45
Egypt,,,,2021,30.4
Egypt,,,,2020,22.83
Egypt,,,,2020,21.59
Egypt,,,,2020,29.84
Egypt,,,,2019,9.43
Egypt,,,,2019,8.87
Egypt,,,,2019,12.55
Egypt,,,,2018,7
Egypt,,,,2018,6.23
Egypt,,,,2018,10.47
Egypt,,,,2017,13.74
Egypt,,,,2017,11.78
Egypt,,,,2017,21.25
Egypt,,,,2016,14.2
Egypt,,,,2016,12.17
Egypt,,,,2016,21.79
Egypt,,,,2015,6.79
Egypt,,,,2015,5.98
Egypt,,,,2015,9.92
Egypt,,,,2013,7.44
Egypt,,,,2013,3.81
Egypt,,,,2013,21.61
Egypt,,,,2012,8.13
Egypt,,,,2012,4.15
Egypt,,,,2012,24.25
Egypt,,,,2011,9.35
Egypt,,,,2011,4.56
Egypt,,,,2011,28.69
Egypt,,,,2010,8.91
Egypt,,,,2010,4.07
Egypt,,,,2010,28.72
Egypt,,,,2009,9.12
Egypt,,,,2009,3.7
Egypt,,,,2009,30.91
Egypt,,,,2008,10.32
Egypt,,,,2008,4.92
Egypt,,,,2008,32.16
Spain,,,,2024,35.58
Spain,,,,2024,28.29
Spain,,,,2024,43.99
Spain,,,,2023,36.45
Spain,,,,2023,29.48
Spain,,,,2023,44.53
Spain,,,,2022,36.31
Spain,,,,2022,28.84
Spain,,,,2022,45.11
Spain,,,,2021,36.3
Spain,,,,2021,27.92
Spain,,,,2021,46.18
Spain,,,,2020,37.54
Spain,,,,2020,30.36
Spain,,,,2020,46.08
Spain,,,,2019,29.99
Spain,,,,2019,20.65
Spain,,,,2019,41.11
Spain,,,,2018,28.96
Spain,,,,2018,19.9
Spain,,,,2018,39.81
Spain,,,,2017,30.83
Spain,,,,2017,22.32
Spain,,,,2017,41.04
Spain,,,,2016,29.26
Spain,,,,2016,20.48
Spain,,,,2016,39.79
Spain,,,,2015,30
Spain,,,,2015,21
Spain,,,,2015,40.84
Spain,,,,2014,30.58
Spain,,,,2014,21.67
Spain,,,,2014,41.23
Spain,,,,2013,31.42
Spain,,,,2013,22.39
Spain,,,,2013,42.18
Spain,,,,2012,31
Spain,,,,2012,22.44
Spain,,,,2012,41.25
Spain,,,,2011,30.25
Spain,,,,2011,21.37
Spain,,,,2011,41.16
Spain,,,,2010,30.21
Spain,,,,2010,21.32
Spain,,,,2010,41.37
Spain,,,,2009,31.1
Spain,,,,2009,22.28
Spain,,,,2009,42.41
Spain,,,,2008,29.02
Spain,,,,2008,20.49
Spain,,,,2008,40.64
Spain,,,,2007,28.95
Spain,,,,2007,20.53
Spain,,,,2007,40.9
Spain,,,,2006,27.25
Spain,,,,2006,18.86
Spain,,,,2006,39.45
Spain,,,,2005,28.63
Spain,,,,2005,20.47
Spain,,,,2005,40.77
Spain,,,,2004,26
Spain,,,,2004,19.03
Spain,,,,2004,36.73
Spain,,,,2003,28.76
Spain,,,,2003,22.29
Spain,,,,2003,39.04
Spain,,,,2002,25.55
Spain,,,,2002,19.34
Spain,,,,2002,35.69
Spain,,,,2001,27.58
Spain,,,,2001,21.47
Spain,,,,2001,37.99
Spain,,,,2000,26.56
Spain,,,,2000,20.68
Spain,,,,2000,36.7
Spain,,,,1999,19.51
Spain,,,,1999,12.96
Spain,,,,1999,31.3
Spain,,,,1998,28.16
Spain,,,,1998,22.78
Spain,,,,1998,38.17
Spain,,,,1997,28.18
Spain,,,,1997,22.48
Spain,,,,1997,38.71
Spain,,,,1996,30.97
Spain,,,,1996,26
Spain,,,,1996,40.33
Spain,,,,1995,29.05
Spain,,,,1995,24.08
Spain,,,,1995,38.65
Spain,,,,1994,25.56
Spain,,,,1994,20.9
Spain,,,,1994,34.71
Spain,,,,1993,23.54
Spain,,,,1993,18.8
Spain,,,,1993,33.02
Spain,,,,1992,28.98
Spain,,,,1992,25.11
Spain,,,,1992,36.97
Spain,,,,1991,29.8
Spain,,,,1991,26.25
Spain,,,,1991,37.26
Spain,,,,1990,27.02
Spain,,,,1990,23.1
Spain,,,,1990,35.39
Spain,,,,1989,27.57
Spain,,,,1989,24.03
Spain,,,,1989,35.35
Spain,,,,1988,26.13
Spain,,,,1988,22.28
Spain,,,,1988,34.81
Spain,,,,1987,24.05
Spain,,,,1987,20.72
Spain,,,,1987,31.88
Spain,,,,1986,22.62
Spain,,,,1986,19.89
Spain,,,,1986,29.2
Estonia,,,,2023,33.19
Estonia,,,,2023,27.5
Estonia,,,,2023,38.92
Estonia,,,,2022,33.41
Estonia,,,,2022,26.99
Estonia,,,,2022,39.96
Estonia,,,,2021,32.34
Estonia,,,,2021,26.23
Estonia,,,,2021,38.62
Estonia,,,,2020,32.57
Estonia,,,,2020,27.82
Estonia,,,,2020,37.57
Estonia,,,,2019,29.65
Estonia,,,,2019,24.83
Estonia,,,,2019,34.73
Estonia,,,,2018,29.22
Estonia,,,,2018,23.51
Estonia,,,,2018,35.2
Estonia,,,,2017,26.11
Estonia,,,,2017,21.26
Estonia,,,,2017,31.12
Estonia,,,,2016,25.61
Estonia,,,,2016,20.55
Estonia,,,,2016,30.84
Estonia,,,,2015,27.95
Estonia,,,,2015,22.98
Estonia,,,,2015,33.1
Estonia,,,,2014,27.1
Estonia,,,,2014,23.51
Estonia,,,,2014,30.87
Estonia,,,,2013,26.8
Estonia,,,,2013,22.44
Estonia,,,,2013,31.28
Estonia,,,,2012,24.94
Estonia,,,,2012,20.1
Estonia,,,,2012,29.83
Estonia,,,,2011,21.77
Estonia,,,,2011,15.95
Estonia,,,,2011,27.64
Estonia,,,,2010,25.3
Estonia,,,,2010,20.89
Estonia,,,,2010,29.52
Estonia,,,,2009,27.92
Estonia,,,,2009,24.3
Estonia,,,,2009,31.39
Estonia,,,,2008,15.22
Estonia,,,,2008,11.73
Estonia,,,,2008,18.85
Estonia,,,,2007,14.57
Estonia,,,,2007,10.16
Estonia,,,,2007,19.14
Estonia,,,,2006,14.66
Estonia,,,,2006,10.87
Estonia,,,,2006,18.55
Estonia,,,,2005,14.61
Estonia,,,,2005,10.61
Estonia,,,,2005,18.53
Estonia,,,,2004,16.18
Estonia,,,,2004,12.6
Estonia,,,,2004,19.74
Estonia,,,,2003,20.88
Estonia,,,,2003,16.8
Estonia,,,,2003,25.12
Estonia,,,,2002,17.97
Estonia,,,,2002,14.84
Estonia,,,,2002,21.16
Estonia,,,,2001,22.19
Estonia,,,,2001,18.45
Estonia,,,,2001,26.14
Estonia,,,,2000,25.32
Estonia,,,,2000,20.55
Estonia,,,,2000,30.13
Estonia,,,,1999,20.07
Estonia,,,,1999,16.42
Estonia,,,,1999,23.81
Estonia,,,,1998,21.9
Estonia,,,,1998,18.14
Estonia,,,,1998,25.84
Estonia,,,,1997,19.16
Estonia,,,,1997,16.17
Estonia,,,,1997,22.27
Ethiopia,,,,2021,61.44
Ethiopia,,,,2021,56.18
Ethiopia,,,,2021,68.63
Ethiopia,,,,2013,61.41
Ethiopia,,,,2013,50.99
Ethiopia,,,,2013,73.6
Ethiopia,,,,2005,64.33
Ethiopia,,,,2005,51.46
Ethiopia,,,,2005,78.71
Finland,,,,2023,46.21
Finland,,,,2023,40.76
Finland,,,,2023,51.89
Finland,,,,2022,46.19
Finland,,,,2022,40.3
Finland,,,,2022,52.46
Finland,,,,2021,45.66
Finland,,,,2021,39.74
Finland,,,,2021,52.08
Finland,,,,2020,44.41
Finland,,,,2020,38.5
Finland,,,,2020,50.81
Finland,,,,2019,43.84
Finland,,,,2019,37.56
Finland,,,,2019,50.57
Finland,,,,2018,44.21
Finland,,,,2018,38.19
Finland,,,,2018,50.7
Finland,,,,2017,43.47
Finland,,,,2017,37.42
Finland,,,,2017,49.99
Finland,,,,2016,42.01
Finland,,,,2016,36.01
Finland,,,,2016,48.45
Finland,,,,2015,43.58
Finland,,,,2015,38.06
Finland,,,,2015,49.38
Finland,,,,2014,43.32
Finland,,,,2014,36.71
Finland,,,,2014,50.27
Finland,,,,2013,43.21
Finland,,,,2013,36.92
Finland,,,,2013,49.85
Finland,,,,2012,43.59
Finland,,,,2012,37.12
Finland,,,,2012,50.43
Finland,,,,2011,42
Finland,,,,2011,36.61
Finland,,,,2011,47.76
Finland,,,,2010,42.95
Finland,,,,2010,37.34
Finland,,,,2010,48.9
Finland,,,,2009,43.78
Finland,,,,2009,38.04
Finland,,,,2009,49.78
Finland,,,,2008,40.2
Finland,,,,2008,34.02
Finland,,,,2008,46.88
Finland,,,,2007,42.62
Finland,,,,2007,36.35
Finland,,,,2007,49.35
Finland,,,,2006,49.07
Finland,,,,2006,42.59
Finland,,,,2006,56
Finland,,,,2005,40.51
Finland,,,,2005,34.28
Finland,,,,2005,47.18
Finland,,,,2004,45.16
Finland,,,,2004,38.81
Finland,,,,2004,52.02
Finland,,,,2003,48.66
Finland,,,,2003,42.08
Finland,,,,2003,55.7
Finland,,,,2002,44.95
Finland,,,,2002,38.88
Finland,,,,2002,51.44
Finland,,,,2001,47.56
Finland,,,,2001,41.27
Finland,,,,2001,54.45
Finland,,,,2000,46.42
Finland,,,,2000,40.14
Finland,,,,2000,53.38
Finland,,,,1999,42.01
Finland,,,,1999,35.05
Finland,,,,1999,49.68
Finland,,,,1998,40.4
Finland,,,,1998,33.47
Finland,,,,1998,48.1
Finland,,,,1997,26.26
Finland,,,,1997,19.78
Finland,,,,1997,33.46
Finland,,,,1996,40.17
Finland,,,,1996,33.68
Finland,,,,1996,47.26
Finland,,,,1995,39.64
Finland,,,,1995,32.64
Finland,,,,1995,47.09
Fiji,,,,2016,51.85
Fiji,,,,2016,47.34
Fiji,,,,2016,60.85
Fiji,,,,2011,51.58
Fiji,,,,2011,46.71
Fiji,,,,2011,60.58
Fiji,,,,2005,53.54
Fiji,,,,2005,51.4
Fiji,,,,2005,58.55
"Falkland Islands, Malvinas",,,,2016,9.6
"Falkland Islands, Malvinas",,,,2016,6.55
"Falkland Islands, Malvinas",,,,2016,13.57
"Falkland Islands, Malvinas",,,,2012,12.43
"Falkland Islands, Malvinas",,,,2012,6.62
"Falkland Islands, Malvinas",,,,2012,20.97
France,,,,2023,39.07
France,,,,2023,31.14
France,,,,2023,47.31
France,,,,2022,38.36
France,,,,2022,29.89
France,,,,2022,47.2
France,,,,2021,40.13
France,,,,2021,31.57
France,,,,2021,49.1
France,,,,2020,43.8
France,,,,2020,36.13
France,,,,2020,51.92
France,,,,2019,39.5
France,,,,2019,30.9
France,,,,2019,48.63
France,,,,2018,39.03
France,,,,2018,30.28
France,,,,2018,48.39
France,,,,2017,39.33
France,,,,2017,30.19
France,,,,2017,49.16
France,,,,2016,39
France,,,,2016,29.41
France,,,,2016,49.28
France,,,,2015,26.82
France,,,,2015,19.05
France,,,,2015,35.13
France,,,,2014,27.4
France,,,,2014,19.71
France,,,,2014,35.67
France,,,,2013,27.04
France,,,,2013,18.89
France,,,,2013,35.9
France,,,,2012,25.46
France,,,,2012,17.2
France,,,,2012,34.53
France,,,,2011,24.94
France,,,,2011,16.75
France,,,,2011,34
France,,,,2010,25.3
France,,,,2010,17.01
France,,,,2010,34.48
France,,,,2009,26.74
France,,,,2009,18.42
France,,,,2009,35.93
France,,,,2008,25.67
France,,,,2008,17.04
France,,,,2008,35.32
France,,,,2007,25.69
France,,,,2007,16.73
France,,,,2007,35.75
France,,,,2006,25.93
France,,,,2006,17.08
France,,,,2006,36.01
France,,,,2005,25.46
France,,,,2005,16.62
France,,,,2005,35.6
France,,,,2004,36.81
France,,,,2004,26.02
France,,,,2004,49.44
France,,,,2003,36.04
France,,,,2003,25.52
France,,,,2003,48.31
France,,,,2002,28.18
France,,,,2002,17.26
France,,,,2002,41.36
France,,,,2001,28.23
France,,,,2001,17.27
France,,,,2001,41.68
France,,,,2000,29.25
France,,,,2000,17.87
France,,,,2000,43.18
France,,,,1999,27.42
France,,,,1999,16.08
France,,,,1999,41.35
France,,,,1998,28.59
France,,,,1998,17.03
France,,,,1998,42.84
France,,,,1997,28.08
France,,,,1997,16.63
France,,,,1997,42.31
France,,,,1996,29.99
France,,,,1996,18.89
France,,,,1996,43.81
France,,,,1995,29.33
France,,,,1995,18.52
France,,,,1995,42.86
France,,,,1994,28.43
France,,,,1994,17.8
France,,,,1994,41.79
France,,,,1993,28.13
France,,,,1993,18.02
France,,,,1993,41.01
France,,,,1992,26.25
France,,,,1992,16.65
France,,,,1992,38.82
France,,,,1991,25.28
France,,,,1991,15.86
France,,,,1991,37.73
France,,,,1990,23.43
France,,,,1990,14.43
France,,,,1990,35.63
France,,,,1989,22.82
France,,,,1989,13.53
France,,,,1989,35.46
France,,,,1988,23.26
France,,,,1988,13.93
France,,,,1988,35.98
France,,,,1987,23.75
France,,,,1987,14.51
France,,,,1987,36.51
France,,,,1986,23.62
France,,,,1986,14.88
France,,,,1986,35.6
France,,,,1985,22.11
France,,,,1985,13.5
France,,,,1985,34.21
France,,,,1984,21.8
France,,,,1984,13.34
France,,,,1984,33.83
France,,,,1983,21.06
France,,,,1983,12.91
France,,,,1983,32.92
Micronesia (Federated States of),,,,2014,42.04
Micronesia (Federated States of),,,,2014,48.86
Micronesia (Federated States of),,,,2014,31.28
United Kingdom of Great Britain and Northern Ireland,,,,2024,40.05
United Kingdom of Great Britain and Northern Ireland,,,,2024,28.51
United Kingdom of Great Britain and Northern Ireland,,,,2024,52.27
United Kingdom of Great Britain and Northern Ireland,,,,2023,40.93
United Kingdom of Great Britain and Northern Ireland,,,,2023,29.52
United Kingdom of Great Britain and Northern Ireland,,,,2023,53.3
United Kingdom of Great Britain and Northern Ireland,,,,2022,40.56
United Kingdom of Great Britain and Northern Ireland,,,,2022,28.83
United Kingdom of Great Britain and Northern Ireland,,,,2022,53.41
United Kingdom of Great Britain and Northern Ireland,,,,2021,43.46
United Kingdom of Great Britain and Northern Ireland,,,,2021,32.11
United Kingdom of Great Britain and Northern Ireland,,,,2021,55.8
United Kingdom of Great Britain and Northern Ireland,,,,2020,46.98
United Kingdom of Great Britain and Northern Ireland,,,,2020,35.45
United Kingdom of Great Britain and Northern Ireland,,,,2020,59.62
United Kingdom of Great Britain and Northern Ireland,,,,2019,39.73
United Kingdom of Great Britain and Northern Ireland,,,,2019,26.43
United Kingdom of Great Britain and Northern Ireland,,,,2019,54.46
United Kingdom of Great Britain and Northern Ireland,,,,2018,41.79
United Kingdom of Great Britain and Northern Ireland,,,,2018,28.26
United Kingdom of Great Britain and Northern Ireland,,,,2018,57.05
United Kingdom of Great Britain and Northern Ireland,,,,2017,41.5
United Kingdom of Great Britain and Northern Ireland,,,,2017,27.66
United Kingdom of Great Britain and Northern Ireland,,,,2017,57.11
United Kingdom of Great Britain and Northern Ireland,,,,2016,41.07
United Kingdom of Great Britain and Northern Ireland,,,,2016,27.29
United Kingdom of Great Britain and Northern Ireland,,,,2016,56.68
United Kingdom of Great Britain and Northern Ireland,,,,2015,42.5
United Kingdom of Great Britain and Northern Ireland,,,,2015,28.83
United Kingdom of Great Britain and Northern Ireland,,,,2015,58.08
United Kingdom of Great Britain and Northern Ireland,,,,2014,41.77
United Kingdom of Great Britain and Northern Ireland,,,,2014,27.91
United Kingdom of Great Britain and Northern Ireland,,,,2014,57.5
United Kingdom of Great Britain and Northern Ireland,,,,2013,41.51
United Kingdom of Great Britain and Northern Ireland,,,,2013,27.43
United Kingdom of Great Britain and Northern Ireland,,,,2013,57.45
United Kingdom of Great Britain and Northern Ireland,,,,2012,42.55
United Kingdom of Great Britain and Northern Ireland,,,,2012,28.42
United Kingdom of Great Britain and Northern Ireland,,,,2012,58.69
United Kingdom of Great Britain and Northern Ireland,,,,2011,43.28
United Kingdom of Great Britain and Northern Ireland,,,,2011,29.01
United Kingdom of Great Britain and Northern Ireland,,,,2011,59.58
United Kingdom of Great Britain and Northern Ireland,,,,2010,43.69
United Kingdom of Great Britain and Northern Ireland,,,,2010,29.66
United Kingdom of Great Britain and Northern Ireland,,,,2010,59.69
United Kingdom of Great Britain and Northern Ireland,,,,2009,42.8
United Kingdom of Great Britain and Northern Ireland,,,,2009,28.73
United Kingdom of Great Britain and Northern Ireland,,,,2009,58.85
United Kingdom of Great Britain and Northern Ireland,,,,2008,42.54
United Kingdom of Great Britain and Northern Ireland,,,,2008,28.75
United Kingdom of Great Britain and Northern Ireland,,,,2008,58.61
United Kingdom of Great Britain and Northern Ireland,,,,2007,41.58
United Kingdom of Great Britain and Northern Ireland,,,,2007,27.46
United Kingdom of Great Britain and Northern Ireland,,,,2007,58.14
United Kingdom of Great Britain and Northern Ireland,,,,2006,41.62
United Kingdom of Great Britain and Northern Ireland,,,,2006,27.48
United Kingdom of Great Britain and Northern Ireland,,,,2006,58.1
United Kingdom of Great Britain and Northern Ireland,,,,2005,41.38
United Kingdom of Great Britain and Northern Ireland,,,,2005,27.02
United Kingdom of Great Britain and Northern Ireland,,,,2005,58.17
United Kingdom of Great Britain and Northern Ireland,,,,2004,42.36
United Kingdom of Great Britain and Northern Ireland,,,,2004,27.66
United Kingdom of Great Britain and Northern Ireland,,,,2004,59.61
United Kingdom of Great Britain and Northern Ireland,,,,2003,42.44
United Kingdom of Great Britain and Northern Ireland,,,,2003,28.01
United Kingdom of Great Britain and Northern Ireland,,,,2003,59.46
United Kingdom of Great Britain and Northern Ireland,,,,2002,41.26
United Kingdom of Great Britain and Northern Ireland,,,,2002,26.22
United Kingdom of Great Britain and Northern Ireland,,,,2002,58.9
United Kingdom of Great Britain and Northern Ireland,,,,2001,41.1
United Kingdom of Great Britain and Northern Ireland,,,,2001,25.95
United Kingdom of Great Britain and Northern Ireland,,,,2001,59.04
United Kingdom of Great Britain and Northern Ireland,,,,2000,42.16
United Kingdom of Great Britain and Northern Ireland,,,,2000,26.75
United Kingdom of Great Britain and Northern Ireland,,,,2000,60.47
United Kingdom of Great Britain and Northern Ireland,,,,1999,41.2
United Kingdom of Great Britain and Northern Ireland,,,,1999,26.12
United Kingdom of Great Britain and Northern Ireland,,,,1999,59.17
United Kingdom of Great Britain and Northern Ireland,,,,1998,41.98
United Kingdom of Great Britain and Northern Ireland,,,,1998,26.8
United Kingdom of Great Britain and Northern Ireland,,,,1998,60.78
United Kingdom of Great Britain and Northern Ireland,,,,1997,41.83
United Kingdom of Great Britain and Northern Ireland,,,,1997,26.51
United Kingdom of Great Britain and Northern Ireland,,,,1997,60.68
United Kingdom of Great Britain and Northern Ireland,,,,1996,40.54
United Kingdom of Great Britain and Northern Ireland,,,,1996,24.78
United Kingdom of Great Britain and Northern Ireland,,,,1996,59.88
United Kingdom of Great Britain and Northern Ireland,,,,1995,40.2
United Kingdom of Great Britain and Northern Ireland,,,,1995,24.45
United Kingdom of Great Britain and Northern Ireland,,,,1995,59.7
United Kingdom of Great Britain and Northern Ireland,,,,1994,40.7
United Kingdom of Great Britain and Northern Ireland,,,,1994,25.13
United Kingdom of Great Britain and Northern Ireland,,,,1994,59.83
United Kingdom of Great Britain and Northern Ireland,,,,1993,40.69
United Kingdom of Great Britain and Northern Ireland,,,,1993,25.24
United Kingdom of Great Britain and Northern Ireland,,,,1993,59.61
United Kingdom of Great Britain and Northern Ireland,,,,1992,41.56
United Kingdom of Great Britain and Northern Ireland,,,,1992,26.5
United Kingdom of Great Britain and Northern Ireland,,,,1992,60.39
United Kingdom of Great Britain and Northern Ireland,,,,1991,39.15
United Kingdom of Great Britain and Northern Ireland,,,,1991,23.82
United Kingdom of Great Britain and Northern Ireland,,,,1991,58.89
United Kingdom of Great Britain and Northern Ireland,,,,1990,40.32
United Kingdom of Great Britain and Northern Ireland,,,,1990,25.05
United Kingdom of Great Britain and Northern Ireland,,,,1990,60.39
United Kingdom of Great Britain and Northern Ireland,,,,1989,39.14
United Kingdom of Great Britain and Northern Ireland,,,,1989,23.43
United Kingdom of Great Britain and Northern Ireland,,,,1989,59.92
United Kingdom of Great Britain and Northern Ireland,,,,1988,37.74
United Kingdom of Great Britain and Northern Ireland,,,,1988,22.25
United Kingdom of Great Britain and Northern Ireland,,,,1988,58.67
United Kingdom of Great Britain and Northern Ireland,,,,1987,40.41
United Kingdom of Great Britain and Northern Ireland,,,,1987,24.86
United Kingdom of Great Britain and Northern Ireland,,,,1987,61.5
United Kingdom of Great Britain and Northern Ireland,,,,1986,38.52
United Kingdom of Great Britain and Northern Ireland,,,,1986,22.86
United Kingdom of Great Britain and Northern Ireland,,,,1986,60.1
United Kingdom of Great Britain and Northern Ireland,,,,1985,38.05
United Kingdom of Great Britain and Northern Ireland,,,,1985,22.87
United Kingdom of Great Britain and Northern Ireland,,,,1985,59.33
United Kingdom of Great Britain and Northern Ireland,,,,1984,40.22
United Kingdom of Great Britain and Northern Ireland,,,,1984,25.3
United Kingdom of Great Britain and Northern Ireland,,,,1984,61.36
United Kingdom of Great Britain and Northern Ireland,,,,1983,35.86
United Kingdom of Great Britain and Northern Ireland,,,,1983,20.68
United Kingdom of Great Britain and Northern Ireland,,,,1983,57.82
Georgia,,,,2020,17.86
Georgia,,,,2020,17.18
Georgia,,,,2020,18.61
Georgia,,,,2019,36.81
Georgia,,,,2019,29.88
Georgia,,,,2019,44.6
Georgia,,,,2018,37.44
Georgia,,,,2018,30.46
Georgia,,,,2018,45.19
Georgia,,,,2017,41.64
Georgia,,,,2017,34.99
Georgia,,,,2017,48.88
Ghana,,,,2022,49.29
Ghana,,,,2022,43.93
Ghana,,,,2022,53.88
Ghana,,,,2017,34.17
Ghana,,,,2017,31.24
Ghana,,,,2017,36.9
Ghana,,,,2015,54.61
Ghana,,,,2015,49.54
Ghana,,,,2015,59.05
Ghana,,,,2013,34.33
Ghana,,,,2013,30.32
Ghana,,,,2013,38.04
Ghana,,,,2006,39.97
Ghana,,,,2006,32.91
Ghana,,,,2006,46.59
Ghana,,,,1991,46.6
Ghana,,,,1991,40.74
Ghana,,,,1991,51.75
Gambia,,,,2023,39.54
Gambia,,,,2023,31.4
Gambia,,,,2023,47.15
Gambia,,,,2018,10.65
Gambia,,,,2018,8.33
Gambia,,,,2018,13.11
Gambia,,,,2012,30.72
Gambia,,,,2012,23.52
Gambia,,,,2012,39.91
Guinea-Bissau,,,,2018,14.82
Guinea-Bissau,,,,2018,12.89
Guinea-Bissau,,,,2018,16.91
Greece,,,,2023,22.41
Greece,,,,2023,16.59
Greece,,,,2023,30.19
Greece,,,,2022,25.75
Greece,,,,2022,19.53
Greece,,,,2022,34.27
Greece,,,,2021,25.85
Greece,,,,2021,19.33
Greece,,,,2021,34.78
Greece,,,,2020,31.91
Greece,,,,2020,25.86
Greece,,,,2020,39.97
Greece,,,,2019,25.1
Greece,,,,2019,19.41
Greece,,,,2019,32.83
Greece,,,,2018,25.24
Greece,,,,2018,19.67
Greece,,,,2018,33.15
Greece,,,,2017,25.16
Greece,,,,2017,19.46
Greece,,,,2017,33.11
Greece,,,,2016,25.33
Greece,,,,2016,19.74
Greece,,,,2016,33.09
Greece,,,,2015,26.26
Greece,,,,2015,21.15
Greece,,,,2015,33.29
Greece,,,,2014,25.95
Greece,,,,2014,21.14
Greece,,,,2014,32.68
Greece,,,,2013,24.07
Greece,,,,2013,19.1
Greece,,,,2013,31.2
Greece,,,,2012,23.13
Greece,,,,2012,18.12
Greece,,,,2012,30.3
Greece,,,,2011,22.49
Greece,,,,2011,17.65
Greece,,,,2011,29.49
Greece,,,,2010,23.59
Greece,,,,2010,18.23
Greece,,,,2010,31.44
Greece,,,,2009,25.55
Greece,,,,2009,20.09
Greece,,,,2009,33.71
Greece,,,,2008,22.92
Greece,,,,2008,17.63
Greece,,,,2008,31.07
Greece,,,,2007,22.21
Greece,,,,2007,16.42
Greece,,,,2007,31.28
Greece,,,,2006,21.01
Greece,,,,2006,15.6
Greece,,,,2006,29.54
Greece,,,,2005,20.19
Greece,,,,2005,14.89
Greece,,,,2005,28.73
Greece,,,,2004,20.13
Greece,,,,2004,15.1
Greece,,,,2004,28.33
Greece,,,,2003,20.3
Greece,,,,2003,15.58
Greece,,,,2003,28.15
Greece,,,,2002,20.67
Greece,,,,2002,15.9
Greece,,,,2002,28.7
Greece,,,,2001,18.86
Greece,,,,2001,14.6
Greece,,,,2001,26.17
Greece,,,,2000,19
Greece,,,,2000,14.58
Greece,,,,2000,26.54
Greece,,,,1999,19.91
Greece,,,,1999,15.25
Greece,,,,1999,27.95
Greece,,,,1998,23.44
Greece,,,,1998,18.56
Greece,,,,1998,32.03
Greece,,,,1997,21.21
Greece,,,,1997,16.43
Greece,,,,1997,29.45
Greece,,,,1996,22.78
Greece,,,,1996,18.08
Greece,,,,1996,31.06
Greece,,,,1995,19.01
Greece,,,,1995,14.37
Greece,,,,1995,27.25
Greece,,,,1994,18.45
Greece,,,,1994,14.04
Greece,,,,1994,26.55
Greece,,,,1993,15.1
Greece,,,,1993,11.05
Greece,,,,1993,22.68
Greece,,,,1992,16.68
Greece,,,,1992,12.82
Greece,,,,1992,23.94
Greece,,,,1991,17.34
Greece,,,,1991,13.48
Greece,,,,1991,24.94
Greece,,,,1990,22
Greece,,,,1990,17.92
Greece,,,,1990,29.51
Greece,,,,1989,19.37
Greece,,,,1989,14.87
Greece,,,,1989,27.74
Greece,,,,1988,23.79
Greece,,,,1988,19.32
Greece,,,,1988,32.18
Greece,,,,1987,25.44
Greece,,,,1987,21.37
Greece,,,,1987,33.26
Greece,,,,1986,21.39
Greece,,,,1986,17.38
